Id,Title,Description,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link
MU-PB500B/EU,SSD X5 500GB,"Gracias a la conexi&oacute;n Thunderbolt&trade; 3*, las tareas de almacenamiento en tu PC o Mac alcanzar&aacute;n cotas inimaginables hasta la fecha. Nuestro nuevo SSD port&aacute;til X5 ha sido dise&ntilde;ado pensando en aquellos profesionales que necesitan renderizar o compilar contenido en alta resoluci&oacute;n de forma m&aacute;s r&aacute;pida. Adem&aacute;s gracias a su gestor de temperatura y protecci&oacute;n por contrase&ntilde;a, disfrutar&aacute;s de un plus de confort y seguridad.",in stock,new,220.99 EUR,220.99 EUR,https://images.samsung.com/is/image/samsung/es-portable-ssd-x5-mu-pb500b-eu-frontgray-116453883?$ORIGIN_PNG$,8801643347505,Productos | Informatica | Almacenamiento | SSD Portatil | Informatica | Almacenamiento | SSD Portatil,Samsung,https://shop.samsung.com/es/INFORM%C3%81TICA/Memory/Portable-SSD-X5/p/MU-PB500B/EU
VG-SCFN49BM/XC,Marco THE FRAME 49&rdquo; Negro,,in stock,new,79.00 EUR,79.00 EUR,https://images.samsung.com/is/image/samsung/es-customizable-frame-vg-scfn49-vg-scfn49bm-xc-dynamicblack-140918041?$ORIGIN_PNG$,8801643477059,Productos | Accesorios | Accesorios television | Accesorios Lifestyle | Accesorios | Accesorios television | Accesorios Lifestyle,Samsung,https://shop.samsung.com/es/TV-AUDIO/CTV%3AColorTV/Marco-THE-FRAME-49%E2%80%9D/p/VG-SCFN49BM/XC
EB-U1200CSEGWW,Wireless Battery Pack,"Disfruta de toda la comodidad de la carga inal&aacute;mbrica en la carretera. El nuevo Wireless Battery Pack te permite cargar tu Galaxy S10e, S10, S10+ o tu Galaxy Watch Active, as&iacute; que no tienes que preocuparte incluso cuando no tengas una salida cerca.&quot;
",in stock,new,59.90 EUR,59.90 EUR,https://images.samsung.com/is/image/samsung/es-wireless-battery-pack-u1200-eb-u1200csegww-frontsilver-152090282?$ORIGIN_PNG$,8801643702281,Productos | Accesorios | Accesorios smartphones | Accesorios Galaxy S10 | Accesorios | Accesorios smartphones | Accesorios Galaxy S10,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Wireless-Battery-Pack/p/EB-U1200CSEGWW
VG-SCFN49DP/XC,Marco THE FRAME 49&rdquo; Wengu&eacute;,,in stock,new,79.00 EUR,79.00 EUR,https://images.samsung.com/is/image/samsung/es-customizable-frame-vg-scfn49-vg-scfn49dp-xc-frontbrown-152051427?$ORIGIN_PNG$,8801643664633,Productos | Accesorios | Accesorios television | Accesorios Lifestyle | Accesorios | Accesorios television | Accesorios Lifestyle,Samsung,https://shop.samsung.com/es/TV-AUDIO/CTV%3AColorTV/Marco-THE-FRAME-49%E2%80%9D/p/VG-SCFN49DP/XC
NK36N9804VB/UR,Campana decorativa inclinada con Bluetooth Negra NK36N9804VB,"Una ventilaci&oacute;n &oacute;ptima que te permite cocinar de forma c&oacute;moda y saludable. Su silencioso sistema Power Ventilation renueva el aire r&aacute;pidamente. Con el Booster activado, su capacidad de succi&oacute;n es de unos incre&iacute;bles 737 metros c&uacute;bicos por hora. Elimina vapor, humo y olores de manera r&aacute;pida y silenciosa.",preorder,new,835.00 EUR,680.50 EUR,https://images.samsung.com/is/image/samsung/es-nk36n9804vb-nk36n9804vb-ur-frontblack-156026499?$ORIGIN_PNG$,8801643237158,Productos | Electrodomesticos | Cocina | Campanas | Electrodomesticos | Cocina | Campanas,Samsung,https://shop.samsung.com/es/ELECTRODOM%C3%89STICOS/MWO%3AMicroWaveOven/Campana-Extractora-Decorativa-Inclinada-negra-con-SmartThings-NK36N9804VB/p/NK36N9804VB/UR
MG22M8074CT/EC,Microondas de Integraci&oacute;n 22L 850W/Grill 1100W Inox MG22M8074CT,"Detecta el nivel de humedad de los alimentos  ajustando autom&aacute;ticamente el modo y tiempo de cocinado y respetando la textura y sabor. Tu comida quedar&aacute; siempre en su punto.
",preorder,new,365.00 EUR,365.00 EUR,https://images.samsung.com/is/image/samsung/es-mg22m8074ct-mg22m8074ct-ec-frontsilver-156037758?$ORIGIN_PNG$,8801643757595,Productos | Electrodomesticos | Hornos - Microondas | Electrodomesticos | Hornos - Microondas | Productos | Electrodomesticos | Cocina | Hornos - Microondas | Electrodomesticos | Cocina | Hornos - Microondas,Samsung,https://shop.samsung.com/es/ELECTRODOM%C3%89STICOS/MWO%3AMicroWaveOven/Microondas-de-Integraci%C3%B3n-22L-850W-Inox-MG22M8074CT/p/MG22M8074CT/EC
MG22M8054AK/EC,Microondas de Integraci&oacute;n 22L 850W/Grill 1100W Negro MG22M8054AK,"Extrae el aire de la cavidad interior para disipar r&aacute;pidamente los olores del cocinado. Al eliminar los malos olores, tus platos quedan siempre frescos y sabrosos.
",in stock,new,315.00 EUR,315.00 EUR,https://images.samsung.com/is/image/samsung/es-mg22m8054ak-mg22m8054ak-ec-frontblack-156036818?$ORIGIN_PNG$,8801643808648,Productos | Electrodomesticos | Hornos - Microondas | Electrodomesticos | Hornos - Microondas | Productos | Electrodomesticos | Cocina | Hornos - Microondas | Electrodomesticos | Cocina | Hornos - Microondas,Samsung,https://shop.samsung.com/es/ELECTRODOM%C3%89STICOS/MWO%3AMicroWaveOven/Microondas-de-Integraci%C3%B3n-22L-850W-Negro-MG22M8054AK/p/MG22M8054AK/EC
NZ63R3727AK/EC,Placa de Inducci&oacute;n 3 Fuegos NZ63R3727AK,El control intuitivo de la placa NZ63R3727BK permite controlar la temperatura de una manera r&aacute;pida y precisa. Desliza tu dedo por el panel de control LED para encender la placa o modificar la temperatura de cada zona.,in stock,new,419.00 EUR,419.00 EUR,https://images.samsung.com/is/image/samsung/es-nz3000h-nz63r3727ak-ec-frontblack-155990254?$ORIGIN_PNG$,8801643819354,Productos | Electrodomesticos | Cocina | Vitroceramicas | Electrodomesticos | Cocina | Vitroceramicas,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Cocina/Vitrocer%C3%A1micas/Placa-de-Inducci%C3%B3n-3-Fuegos-NZ63R3727AK/p/NZ63R3727AK/EC
NV68R3370RS/EC,Horno Pirol&iacute;tico Dual Fan 68L NV68R3370RS,"Los dos ventiladores giran en direcciones opuestas para repartir el calor de manera uniforme en el interior del horno. As&iacute;, todos tus platos se cocinar&aacute;n a la misma temperatura y velocidad. Adem&aacute;s, el horno se calienta m&aacute;s r&aacute;pido y es m&aacute;s eficiente.",in stock,new,519.01 EUR,519.01 EUR,https://images.samsung.com/is/image/samsung/es-nv68r3370rs-nv68r3370rs-ec--Silver-317389283?$ORIGIN_PNG$,8801643818593,Productos | Electrodomesticos | Cocina | Hornos | Electrodomesticos | Cocina | Hornos,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Cocina/Hornos/Horno-Dual-Fan-68L-Pirol%C3%ADtico-NV68R3370RS/p/NV68R3370RS/EC
NV75K5571RS/EC,Horno Pirol&iacute;tico Dual Cook 75L NV75K5571RS,"La funci&oacute;n de protecci&oacute;n contra picos de voltaje evita da&ntilde;os el&eacute;ctricos o cortocircuitos causados por voltajes inestables. Detecta las subidas de tensi&oacute;n 
",in stock,new,729.00 EUR,594.12 EUR,https://images.samsung.com/is/image/samsung/es-nv75k5571rs-nv75k5571rs-ec-frontsilver-156008566?$ORIGIN_PNG$,8801643818609,Productos | Electrodomesticos | Cocina | Hornos | Electrodomesticos | Cocina | Hornos,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Cocina/Hornos/Horno-Dual-Cook-75L-Pirol%C3%ADtico-NV75K5571RS/p/NV75K5571RS/EC
NV75N7677RS/EC,Horno Pirol&iacute;tico Dual Cook Flex 75L WIFI NV75N7677RS,"Disfruta de todo un mundo de posibilidades y cocina distintas recetas gracias a la puerta flexible. Abre la puerta superior para cocinar peque&ntilde;os platos en la zona de arriba del horno. Cuando uses las dos zonas, puedes acceder f&aacute;cilmente a la parte superior sin p&eacute;rdida de calor en la inferior. Cuando uses toda la cavidad del horno, abre la puerta entera.",preorder,new,899.00 EUR,765.27 EUR,https://images.samsung.com/is/image/samsung/es-nv75n7677rs-nv75n7677rs-ec-frontblack-156008046?$ORIGIN_PNG$,8801643818623,Productos | Electrodomesticos | Cocina | Hornos | Electrodomesticos | Cocina | Hornos,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Cocina/Hornos/Horno-Dual-Cook-Flex-75L-Pirol%C3%ADtico-con-SmartThings-NV75N7677RS/p/NV75N7677RS/EC
NK36M5060SS/UR,Campana  Extractora Decorativa Acero Inoxidable NK36M5060SS,"Disfruta de un funcionamiento m&aacute;s sencillo gracias al control t&aacute;ctil integrado. Su brillante panel LED, limpio y f&aacute;cil de leer, cuenta con el mismo control t&aacute;ctil e intuitivo que un smartphone. Ajusta r&aacute;pidamente la configuraci&oacute;n con solo un toque. Un dise&ntilde;o elegante y exclusivo que realzar&aacute; tu cocina.",in stock,new,319.00 EUR,259.98 EUR,https://images.samsung.com/is/image/samsung/es-m5060ss-nk36m5060ss-ur-frontsilver-156211143?$ORIGIN_PNG$,8806088787749,Productos | Electrodomesticos | Cocina | Campanas | Electrodomesticos | Cocina | Campanas,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Cocina/Campanas/Campana-Extractora-Decorativa-acero-inoxidable-NK36M5060SS/p/NK36M5060SS/UR
EP-TA800XWEGWW,Wall Charger for Super Fast Charging (25W),"Wall Charger not only quickly powers the fastest charging devices, but plays well with other models too. So for Standard PD 3.0 compatible devices you&amp;apos;ll get a max 25W charge, while others charge at speeds they can handle. Get it in black or white to match your preferences.",in stock,new,34.90 EUR,34.90 EUR,https://images.samsung.com/is/image/samsung/es/galaxy-note10/gallery/es-wall-charger-for-super-fast-charging-25w-ep-ta800xwegww-frontwhite-176354442?$ORIGIN_PNG$,8801643979379,Productos | Accesorios | Accesorios smartphones | Accesorios Galaxy Note10 | Accesorios | Accesorios smartphones | Accesorios Galaxy Note10,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Wall-Charger-for-Super-Fast-Charging-%2825W%29/p/EP-TA800XWEGWW
SM-R830NZDAPHE,Galaxy Watch Active2 Bluetooth Aluminium 40 mm Pink Gold,,out of stock,new,259.90 EUR,259.90 EUR,https://images.samsung.com/is/image/samsung/es-galaxy-watch-active-r830nz-sm-r830nzdaphe-frontpink-216635003?$ORIGIN_PNG$,8806090075971,Productos | Wearables | Galaxy Watch Active | Wearables | Galaxy Watch Active | Productos | Mobile | Wearables | Galaxy Watch Active,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Samsung-Galaxy-Watch-Active2/p/SM-R830NZDAPHE
EP-N5105TBEGWW,Wireless Charger Stand 2019,,in stock,new,69.90 EUR,69.90 EUR,https://images.samsung.com/is/image/samsung/es/galaxy-note10/gallery/es-w-charger-stand-2019-ep-n5105tbegww-frontblack-176640326?$ORIGIN_PNG$,8806090075506,Productos | Accesorios | Accesorios smartphones | Accesorios Galaxy Note10 | Accesorios | Accesorios smartphones | Accesorios Galaxy Note10,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Wireless-Charger-Stand-2019/p/EP-N5105TBEGWW
EP-TA800XBEGWW,Wall Charger for Super Fast Charging (25W),"Wall Charger not only quickly powers the fastest charging devices, but plays well with other models too. So for Standard PD 3.0 compatible devices you&amp;apos;ll get a max 25W charge, while others charge at speeds they can handle. Get it in black or white to match your preferences.",in stock,new,34.90 EUR,34.90 EUR,https://images.samsung.com/is/image/samsung/es/galaxy-note10/gallery/es-wall-charger-for-super-fast-charging-25w-ep-ta800xbegww-frontblack-176354429?$ORIGIN_PNG$,8801643979393,Productos | Accesorios | Accesorios smartphones | Accesorios Galaxy Note10 | Accesorios | Accesorios smartphones | Accesorios Galaxy Note10,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Wall-Charger-for-Super-Fast-Charging-%2825W%29/p/EP-TA800XBEGWW
EP-TA845XWEGWW,PD 45W Wall Charger,"Plug your Galaxy Note10+ into the 45W Travel Adapter to fully charge with incredible speed. More powerful than previous travel adapters, it harnesses the power of Super Fast Charging 2.0 makes sure you&amp;apos;re not down for long.",in stock,new,49.90 EUR,49.90 EUR,https://images.samsung.com/is/image/samsung/es/galaxy-note10/gallery/es-45-wall-charger-2019-power-ep-ta845xwegww-frontwhite-176354095?$ORIGIN_PNG$,8806090104473,Productos | Accesorios | Accesorios smartphones | Accesorios Galaxy Note10 | Accesorios | Accesorios smartphones | Accesorios Galaxy Note10,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/PD-45W-Wall-Charger/p/EP-TA845XWEGWW
NZ64R9787GK/EC,Placa de Inducci&oacute;n Dual Flex Zone Plus con Wi-Fi NZ64R9787GK,"Cocina varios platos diferentes de una vez con la zona Dual Flex Plus. A diferencia de otras placas, el ampl&iacute;simo espacio abierto de las dos &aacute;reas Flex Plus te brinda una flexibilidad total. Detecta autom&aacute;ticamente el n&uacute;mero, tama&ntilde;o y forma de las sartenes, cazuelas y ollas para conseguir un cocinado uniforme.
",in stock,new,839.00 EUR,684.00 EUR,https://images.samsung.com/is/image/samsung/es-nz64r9787gk-nz64r9787gk-ec-frontblack-181911193?$ORIGIN_PNG$,8801643986797,Productos | Electrodomesticos | Cocina | Vitroceramicas | Electrodomesticos | Cocina | Vitroceramicas,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Cocina/Vitrocer%C3%A1micas/Placa-de-Inducci%C3%B3n-Dual-Flex-Zone-Plus-con-Wi-Fi-NZ64R9787GK/p/NZ64R9787GK/EC
UE24N4305AKXXC,Televisor HD 60cm 24&quot; Smart TV Serie N4305,,in stock,new,189.00 EUR,179.00 EUR,https://images.samsung.com/is/image/samsung/es-hdtv-n4305-ue24n4305akxxc-black-Black-con-188378858?$ORIGIN_PNG$,8806090175565,Productos | TV/Audio | Televisores | Full HD/HD | TV/Audio | Televisores | Full HD/HD,Samsung,https://shop.samsung.com/es/Productos/TV-Audio/Televisores/Full-HD-HD/Televisor-HD-80cm-24%22-Smart-TV-Serie-N4305/p/UE24N4305AKXXC
EP-TA20EBECGWW,Wall Charger (15W),,in stock,new,24.90 EUR,24.90 EUR,https://images.samsung.com/is/image/samsung/es-wall-carge-ta20-ep-ta20ebecgww-frontblack-185787885?$ORIGIN_PNG$,8806088844343,Productos | Accesorios | Accesorios smartphones | Cargadores y Baterias | Accesorios | Accesorios smartphones | Cargadores y Baterias,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-smartphones/Cargadores-y-Bater%C3%ADas/Wall-Charger-%2815W%29/p/EP-TA20EBECGWW
EP-DA705BBEGWW,Cable USB Tipo C,,out of stock,new,14.90 EUR,14.90 EUR,https://images.samsung.com/is/image/samsung/es-ep-da705-ep-da705bbegww-frontblack-185957050?$ORIGIN_PNG$,8801643993566,Productos | Accesorios | Accesorios smartphones | Cargadores y Baterias | Accesorios | Accesorios smartphones | Cargadores y Baterias,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Cable-USB-Tipo-C/p/EP-DA705BBEGWW
EP-L1100NBEGWW,Car Charger Duo,"Con el puerto USB dual de carga r&aacute;pida de este cargador podr&aacute;s cargar dos dispositivos simult&aacute;neamente durante tus viajes. Adem&aacute;s, su indicador LED azul te informar&aacute; de si tu dispositivo se est&aacute; cargando correctamente mientras conduces.",in stock,new,19.90 EUR,19.90 EUR,https://images.samsung.com/is/image/samsung/es-car-charger-duo-epl1100-ep-l1100nbegww-frontblack-190207691?$ORIGIN_PNG$,8801643635855,Productos | Accesorios | Accesorios smartphones | Cargadores y Baterias | Accesorios | Accesorios smartphones | Cargadores y Baterias,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Car-Charger-Duo/p/EP-L1100NBEGWW
RB37J500MWW/EF,Frigor&iacute;fico Combi Blanco 2M Clasificaci&oacute;n Energ&eacute;tica D RB37J500MWW,"El nuevo frigor&iacute;fico de Samsung te ofrece m&aacute;s espacio de almacenamiento que los modelos convencionales*, pero sin aumentar sus medidas standard exteriores. La tecnolog&iacute;a Space Max disminuye el grosor de sus paredes maximizando su capacidad y manteniendo todas las garant&iacute;as de refrigeraci&oacute;n y optimizaci&oacute;n energ&eacute;tica.",in stock,new,799.00 EUR,799.00 EUR,https://images.samsung.com/is/image/samsung/es-rb37j500mww-rb37j500mww-ef-White-190063487?$ORIGIN_PNG$,8806088855790,Productos | Electrodomesticos | Frigorificos | Combis 2 metros | Electrodomesticos | Frigorificos | Combis 2 metros,Samsung,https://shop.samsung.com/es/Productos/Electrodom%C3%A9sticos/Frigor%C3%ADficos/Combis-2-metros/Frigor%C3%ADfico-Combi-Blanco-2M-A%2B%2B%2B-RB37J500MWW/p/RB37J500MWW/EF
EP-DG930IBEGWW,Cable Tipo C 2016,,in stock,new,9.90 EUR,9.90 EUR,https://images.samsung.com/is/image/samsung/es-cable-2016-power-ep-dg930ibegww-frontblack-183385272?$ORIGIN_PNG$,8806088938141,Productos | Accesorios | Accesorios smartphones | Cargadores y Baterias | Accesorios | Accesorios smartphones | Cargadores y Baterias,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Cable-Tipo-C-2016/p/EP-DG930IBEGWW
VG-SGSR11S/XC,Soporte de televisor Peana Samsung Tower 2019 VG-SGSR11S,"El soporte Samsung Tower Stand 2019 ha sido fabricado para que destaque all&aacute; donde lo coloques. Su dise&ntilde;o totalmente met&aacute;lico y circular encajar&aacute; a la perfecci&oacute;n con tu televisor, dando al mismo tiempo un aspecto acogedor y brillante a tu sal&oacute;n.",in stock,new,749.00 EUR,749.00 EUR,https://images.samsung.com/is/image/samsung/es-gravity-stand-vg-sgsr11s-vg-sgsr11s-xc-frontsilver-185610026?$ORIGIN_PNG$,8801643838065,Productos | Accesorios | Accesorios television | Accesorios | Accesorios television,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-televisi%C3%B3n/Soporte-de-televisor-Peana-Samsung-Tower-2019-VG-SGSR11S/p/VG-SGSR11S/XC
EP-DA705BWEGWW,Cable USB Tipo C,,in stock,new,14.90 EUR,14.90 EUR,https://images.samsung.com/is/image/samsung/es-ep-da705-ep-da705bwegww-frontwhite-187824882?$ORIGIN_PNG$,8801643993542,Productos | Accesorios | Accesorios smartphones | Cargadores y Baterias | Accesorios | Accesorios smartphones | Cargadores y Baterias,Samsung,https://shop.samsung.com/es/DISPOSITIVOS-M%C3%93VILES/Mobile-Phone/Cable-USB-Tipo-C/p/EP-DA705BWEGWW
WMN750M/XC,Mini soporte de pared WMN750M TVS hasta 2020,"Colgar tu TV de la pared nunca ha sido tan f&aacute;cil. La instalaci&oacute;n del Soporte de pared Samsung WMN650M es sencilla, segura y r&aacute;pida. Con su sencillo manual no tendr&aacute;s que preocuparte de equivocarte de tornillos u otros inconvenientes. Pasa m&aacute;s tiempo mirando el televisor y menos instal&aacute;ndolo.  ",in stock,new,68.99 EUR,68.99 EUR,https://images.samsung.com/is/image/samsung/es-mini-wall-mount-wmn650m-wmn750m-xc-frontblack-186496708?$ORIGIN_PNG$,8801643906399,Productos | Accesorios | Accesorios television | Accesorios | Accesorios television,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-televisi%C3%B3n/Mini-soporte-de-pared-WMN750M-TVS-hasta-2020/p/WMN750M/XC
VG-SOCR15/XC,Samsung One Invisible Connection 2019 QLED Q85R/Q90R,"Samsung One Invisible Connection 2019 unifica todos tus cables en uno solo, incluyendo el de la corriente. El resultado es una superficie uniforme que oculta los cables del televisor, integr&aacute;ndolo a la perfecci&oacute;n en tu hogar. Disfruta de la experiencia m&aacute;s minimalista.
",in stock,new,249.01 EUR,249.00 EUR,https://images.samsung.com/is/image/samsung/es-one-invisible-connection-vg-socr15-vg-socr15-xc-frontblack-173789889?$ORIGIN_PNG$,8801643929961,Productos | Accesorios | Accesorios television | Accesorios | Accesorios television,Samsung,https://shop.samsung.com/es/Productos/Accesorios/Accesorios-televisi%C3%B3n//p/VG-SOCR15/XC
