,Id,Title,Description,Item_Group_Id,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link,category,TrackingId
29,SM-P610NZAEPHE,Galaxy Tab S6 Lite (Wi-Fi) Cinzento 128 GB,"O Galaxy Tab S6 Lite é o seu super companheiro portátil e de confiança para tirar notas. Tem um ecrã grande de 10,4 polegadas num design fino e leve, One UI 2 no sistema operativo Android e uma S Pen incluída e pronta a utilizar. Quer esteja a desenhar, a estudar ou a jogar, este é o tablet perfeito para aproveitar o momento.",SM-P610,in stock,new,439.90 EUR,439.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-p610nzaephe/gallery/pt-galaxy-tab-s6-lite-p610-396398-sm-p610nzaephe-471439057?$320_320_PNG$,8806090647932.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506765734;313929342;o?https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s6-lite-gray-128gb-sm-p610nzaephe/buy/?cid=pt_pd_social_facebook_galaxy-tab-s6-lite-wi-fi-sm-p610nzaephe_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s6-lite-(wi-fi)-sm-p610nzaephe_ongoing_im-tablet-automatic-feed_pla_none_none
30,SM-P615NZBAPHE,Galaxy Tab S6 Lite 4G (SM-P615) Azul 64 GB,"O Galaxy Tab S6 Lite é o seu super companheiro portátil e de confiança para tirar notas. Tem um ecrã grande de 10,4 polegadas num design fino e leve, One UI 2 no sistema operativo Android e uma S Pen incluída e pronta a utilizar. Quer esteja a desenhar, a estudar ou a jogar, este é o tablet perfeito para aproveitar o momento.",SM-P615,in stock,new,479.90 EUR,479.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-p615nzbaphe/gallery/pt-galaxy-tab-s6-lite-p615-396465-sm-p615nzbaphe-471530555?$320_320_PNG$,8806090480911.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506765719;313929327;u?https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s6-lite-blue-64gb-sm-p615nzbaphe/buy/?cid=pt_pd_social_facebook_galaxy-tab-s6-lite-4g-sm-p615-sm-p615nzbaphe_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s6-lite-4g-(sm-p615)-sm-p615nzbaphe_ongoing_im-tablet-automatic-feed_pla_none_none
31,SM-P610NZBAPHE,Galaxy Tab S6 Lite (Wi-Fi) Azul 64 GB,"O Galaxy Tab S6 Lite é o seu super companheiro portátil e de confiança para tirar notas. Tem um ecrã grande de 10,4 polegadas num design fino e leve, One UI 2 no sistema operativo Android e uma S Pen incluída e pronta a utilizar. Quer esteja a desenhar, a estudar ou a jogar, este é o tablet perfeito para aproveitar o momento.",SM-P610,in stock,new,399.90 EUR,399.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-p610nzbaphe/gallery/pt-galaxy-tab-s6-lite-p610-396398-sm-p610nzbaphe-471439092?$320_320_PNG$,8806090480935.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506765731;313929339;r?https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s6-lite-blue-64gb-sm-p610nzbaphe/buy/?cid=pt_pd_social_facebook_galaxy-tab-s6-lite-wi-fi-sm-p610nzbaphe_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s6-lite-(wi-fi)-sm-p610nzbaphe_ongoing_im-tablet-automatic-feed_pla_none_none
32,NV75K5571RS/EC,Forno Pirolítico Samsung Dual Cook 75L Prateado,Compre já o Forno Pirolítico Samsung Dual Cook 75L. Envio grátis.,NV75K5571RS,in stock,new,729.89 EUR,599.00 EUR,https://images.samsung.com/is/image/samsung/pt-nv75k5571rs-nv75k5571rs-ec-frontsilver-227242585?$320_320_PNG$,8801643818609.0,Produtos | Eletrodomesticos | Encastre,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506765944;313932000;c?https://www.samsung.com/pt/cooking-appliances/ovens/electric-oven-nv75k5571rs-ec/?cid=pt_pd_social_facebook_forno-pirolitico-samsung-dual-cook-75l-nv75k5571rs-ec_ongoing_da-kitchen-automatic-feed_pla_none_none]]>,da-kitchen,"cid=pt_pd_social_facebook_nv75k5571rs-forno-pirolandiacute;tico-dual-cook,-75l-nv75k5571rs-ec_ongoing_da-kitchen-automatic-feed_pla_none_none"
33,NZ64R3747BK/UR,"NZ64R3747BK Placa de indução, Flex Zone Preto","Cozinhe pratos grandes ou múltiplos mais facilmente na Zona Flexível. Esta área ampla, aberta e em forma de ret ângulo proporciona-lhe muito mais flexibilidade.  É suficientemente espaçosa para que possam caber vários tipos de utensílios de cozinha simultaneamente, incluindo alimentos grandes e longos. Desta forma, consegue cozinhar refeições familiares de forma mais fácil e eficiente.",NZ64R3747BK,in stock,new,589.90 EUR,499.00 EUR,https://images.samsung.com/is/image/samsung/pt-nz64r3747bk-nz64r3747bk-ur-frontblack-227264804?$320_320_PNG$,8806090091322.0,Produtos | Eletrodomesticos | Encastre,Samsung,"<![CDATA[https://ad.doubleclick.net/ddm/clk/506385410;313931994;j?https://www.samsung.com/pt/cooking-appliances/hobs/induction-hob-with-4-burners-nz64r3747bk-ur/?cid=pt_pd_social_facebook_nz64r3747bk-placa-de-inducao,-flex-zone-nz64r3747bk-ur_ongoing_da-kitchen-automatic-feed_pla_none_none]]>",da-kitchen,"cid=pt_pd_social_facebook_nz64r3747bk-placa-de-induandccedil;andatilde;o,-flex-zone-nz64r3747bk-ur_ongoing_da-kitchen-automatic-feed_pla_none_none"
34,DW60M6050BB/EO,Máquina de Lavar Loiça de Encastre Samsung  Branco 14 conjuntos,Compre já a Máquina de Lavar Loiça de Encastre Samsung em Branco com Capacidade para 14 Conjuntos. Envio gratuito.,DW60M6050BB,in stock,new,639.90 EUR,619.00 EUR,https://images.samsung.com/is/image/samsung/pt-dw5500mm-dw60m6050bb-eo-frontwhite-226723742?$320_320_PNG$,8806088803029.0,Produtos | Eletrodomesticos | Encastre,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506672001;314049157;w?https://www.samsung.com/pt/dishwashers/built-in/14-place-settings-white-dw60m6050bb-eo/?cid=pt_pd_social_facebook_maquina-de-lavar-loica-de-encastre-samsung-em-branco-com-capacidade-para-14-conjuntos-dw60m6050bb-eo_ongoing_da-dishwasher-automatic-feed_pla_none_none]]>,da-dishwasher,cid=pt_pd_social_facebook_dw60m6050bb-mandaacute;quina-de-lavar-loiandccedil;a-de-encastre-e-dw60m6050bb-eo_ongoing_da-dishwasher-automatic-feed_pla_none_none
35,MG22M8074CT/EC,"MG22M8074CT Micro-ondas Grill de Encastre, 22L","Ao premir um botão, o Sensor Inteligente de Humidade determina a humidade do ar interior, pelo que o modo e o tempo de cozedura podem ser ajustados automaticamente para garantir que as refeiç ""õ""es sejam sempre cozinhadas na perfeição. ",MG22M8074CT,in stock,new,389.90 EUR,349.00 EUR,https://images.samsung.com/is/image/samsung/pt-mg22m8074ct-mg22m8074ct-ec-frontsilver-227242690?$320_320_PNG$,8801643757595.0,Produtos | Eletrodomesticos | Encastre,Samsung,"<![CDATA[https://www.samsung.com/pt/microwave-ovens/grill/mg22m8074ct/?cid=pt_pd_social_facebook_mg22m8074ct-micro-ondas-grill-de-encastre,-22l-mg22m8074ct-ec_ongoing_da-microwave-automatic-feed_pla_none_none]]>",da-microwave,"cid=pt_pd_social_facebook_mg22m8074ct-micro-ondas-grill-de-encastre,-22l-mg22m8074ct-ec_ongoing_da-microwave-automatic-feed_pla_none_none"
36,NV75N5671RS/EC,Forno Pirolítico Samsung  Dual Cook com Porta Flexível Prateado,Compre já o Forno Pirolítico Samsung  Dual Cook com Porta Flexível. Envio grátis.,NV75N5671RS,in stock,new,839.91 EUR,689.00 EUR,https://images.samsung.com/is/image/samsung/pt-nv7000n-with-flexible-door-nv75n5671rs-ec-frontsilver-237162998?$320_320_PNG$,8801643818616.0,Produtos | Eletrodomesticos | Encastre,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506765947;313931997;d?https://www.samsung.com/pt/cooking-appliances/ovens/electric-oven-nv75n5671rs-ec/?cid=pt_pd_social_facebook_forno-pirolitico-samsung-dual-cook-com-porta-flexivel-nv75n5671rs-ec_ongoing_da-kitchen-automatic-feed_pla_none_none]]>,da-kitchen,"cid=pt_pd_social_facebook_nv75n5671rs-forno-pirolandiacute;tico-dual-cook-flex,-75l-nv75n5671rs-ec_ongoing_da-kitchen-automatic-feed_pla_none_none"
37,NK36M5060SS/UR,"NK36M5060SS Exaustor de Parede, Inox","Um Filtro de Alumínio durável e de manutenção fácil protege o exaustor e prolonga a vida do motor. Capta óleo e poeiras antes que os mesmos entupam o motor ou impeçam o fluxo de ar. O filtro tem dimens ""õ""es compactas, é lavável na máquina de lavar loiça e apenas necessita de ser limpo a cada 3-4 semanas.",NK36M5060SS,in stock,new,349.90 EUR,319.00 EUR,https://images.samsung.com/is/image/samsung/pt-nk36m5060ss-nk36m5060ss-ur-frontsilver-227242530?$320_320_PNG$,8806088787749.0,Produtos | Eletrodomesticos | Encastre,Samsung,"<![CDATA[https://www.samsung.com/pt/cooking-appliances/hoods/wall-mount-hood-nk36m5060ss-ur/?cid=pt_pd_social_facebook_nk36m5060ss-exaustor-de-parede,-inox-nk36m5060ss-ur_ongoing_da-kitchen-automatic-feed_pla_none_none]]>",da-kitchen,"cid=pt_pd_social_facebook_nk36m5060ss-exaustor-de-parede,-inox-nk36m5060ss-ur_ongoing_da-kitchen-automatic-feed_pla_none_none"
38,NK24M5060SS/UR,"NK24M5060SS Exaustor de Parede, Inox","Um Filtro de Alumínio durável e de manutenção fácil protege o exaustor e prolonga a vida do motor. Capta óleo e poeiras antes que os mesmos entupam o motor ou impeçam o fluxo de ar. O filtro tem dimens ""õ""es compactas, é lavável na máquina de lavar loiça e apenas necessita de ser limpo a cada 3-4 semanas.",NK24M5060SS,in stock,new,309.90 EUR,279.00 EUR,https://images.samsung.com/is/image/samsung/pt-nk7000mm-nk24m5060ss-ur-frontsilver-227242405?$320_320_PNG$,8806088787688.0,Produtos | Eletrodomesticos | Encastre,Samsung,"<![CDATA[https://www.samsung.com/pt/cooking-appliances/hoods/wall-mount-hood-nk24m5060ss-ur/?cid=pt_pd_social_facebook_nk24m5060ss-exaustor-de-parede,-inox-nk24m5060ss-ur_ongoing_da-kitchen-automatic-feed_pla_none_none]]>",da-kitchen,"cid=pt_pd_social_facebook_nk24m5060ss-exaustor-de-parede,-inox-nk24m5060ss-ur_ongoing_da-kitchen-automatic-feed_pla_none_none"
39,RB30J3000SA/EF,Frigorífico Samsung Combinado No Frost  Prateado 311 L,"Compre já o Frigorífico Samsung Combinado No Frost 321L, F . Envio gratuito.",RB30J3000SA,in stock,new,599.90 EUR,589.00 EUR,https://images.samsung.com/is/image/samsung/pt-rb30j3000-bottom-mount-freezer-with-no-frost-rb30j3000sa-ef-frontsilver-237162877?$320_320_PNG$,8806086725187.0,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,"<![CDATA[https://ad.doubleclick.net/ddm/clk/506765917;313931892;u?https://www.samsung.com/pt/refrigerators/bottom-mount-freezer/311l-look-inox-rb30j3000sa-ef/?cid=pt_pd_social_facebook_frigorifico-samsung-combinado-no-frost-321l,-f-rb30j3000sa-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",da-refrigerator,"cid=pt_pd_social_facebook_rb30j3000sa-combinado-no-frost,-321-l,-f-rb30j3000sa-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none"
40,SM-N980FZAGEUB,Samsung Galaxy Note20 Mystic Gray 256 GB,Compre já online o Samsung Galaxy Note20 em Mystic Gray com 256GB de memória e câmara com 8K. Envio gratuito e entrega até 3 dias.,SM-N980,out of stock,new,989.90 EUR,989.90 EUR,https://images.samsung.com/is/image/samsung/pt/galaxy-note20/gallery/pt-galaxy-note20-n980-sm-n980fzageub-frontmysticgray-272535128?$320_320_PNG$,8806090596537.0,Produtos | Smartphones | Galaxy Note Series | Galaxy Note20 | Note20 Ultra 5G,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385275;313929366;s?https://www.samsung.com/pt/smartphones/galaxy-note20/buy/?modelCode=SM-N980FZAGEUB&cid=pt_pd_social_facebook_samsung-galaxy-note20-sm-n980fzageub_ongoing_im-smartphone-automatic-feed_pla_none_none]]>,im-smartphone,cid=pt_pd_social_facebook_galaxy-note20-sm-n980fzageub_ongoing_im-smartphone-automatic-feed_pla_none_none
41,SM-N980FZNGEUB,Samsung Galaxy Note20 Mystic Bronze 256 GB,Compre online o Samsung Galaxy Note20 em Mystic Bronze com 256GB de memória e câmara com 8K. Envio gratuito e entrega até 3 dias.,SM-N980,out of stock,new,989.90 EUR,989.90 EUR,https://images.samsung.com/is/image/samsung/pt/galaxy-note20/gallery/pt-galaxy-note20-n980-sm-n980fzngeub-frontmysticbronze-272535187?$320_320_PNG$,8806090596865.0,Produtos | Smartphones | Galaxy Note Series | Galaxy Note20 | Note20 Ultra 5G,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385272;313929363;m?https://www.samsung.com/pt/smartphones/galaxy-note20/buy/?modelCode=SM-N980FZNGEUB&cid=pt_pd_social_facebook_samsung-galaxy-note20-sm-n980fzngeub_ongoing_im-smartphone-automatic-feed_pla_none_none]]>,im-smartphone,cid=pt_pd_social_facebook_galaxy-note20-sm-n980fzngeub_ongoing_im-smartphone-automatic-feed_pla_none_none
42,SM-T970NZNAEUB,Galaxy Tab S7+ (Wi-Fi),,SM-T970,out of stock,new,969.90 EUR,869.90 EUR,https://images.samsung.com/is/image/samsung/pt-galaxy-tab-s7-plus-wifi-t970-sm-t970nznaeub-287001467?$320_320_PNG$,8806090687662.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s7-plus-12-4-inch-mystic-bronze-128gb-wi-fi-sm-t970nznaeub/buy/?cid=pt_pd_social_facebook_galaxy-tab-s7+-(wi-fi)-sm-t970nznaeub_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s7+-(wi-fi)-sm-t970nznaeub_ongoing_im-tablet-automatic-feed_pla_none_none
43,SM-R180NZKAEUB,Samsung Galaxy Buds Live Mystic Black,Descubra os auriculares Samsung Galaxy Buds Live com cancelamento de ruído ativo. Até 21horas de autonomia. Envio gratuito e entrega até 3 dias.,SM-R180,in stock,new,179.90 EUR,129.90 EUR,https://images.samsung.com/is/image/samsung/pt/galaxy-note20/gallery/pt-galaxy-buds-live-r180-sm-r180nzkaeub-frontmysticblack-275616838?$320_320_PNG$,8806090486166.0,Produtos | Wearables | Galaxy Buds,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385326;313929309;m?https://www.samsung.com/pt/audio-sound/galaxy-buds/galaxy-buds-live-mystic-black-sm-r180nzkaeub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-buds-live-sm-r180nzkaeub_ongoing_im-wearables-automatic-feed_pla_none_none]]>,im-wearables,cid=pt_pd_social_facebook_galaxy-buds-live-sm-r180nzkaeub_ongoing_im-wearables-automatic-feed_pla_none_none
44,SM-R180NZWAEUB,Samsung Galaxy Buds Live Mystic White,Descubra os auriculares Samsung Galaxy Buds Live com cancelamento de ruído ativo. Até 21horas de autonomia. Envio gratuito e entrega até 3 dias.,SM-R180,in stock,new,179.90 EUR,129.90 EUR,https://images.samsung.com/is/image/samsung/pt/galaxy-note20/gallery/pt-galaxy-buds-live-r180-sm-r180nzwaeub-frontmysticwhite-275616864?$320_320_PNG$,8806090486036.0,Produtos | Wearables | Galaxy Buds,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385323;313929303;d?https://www.samsung.com/pt/audio-sound/galaxy-buds/galaxy-buds-live-mystic-white-sm-r180nzwaeub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-buds-live-sm-r180nzwaeub_ongoing_im-wearables-automatic-feed_pla_none_none]]>,im-wearables,cid=pt_pd_social_facebook_galaxy-buds-live-sm-r180nzwaeub_ongoing_im-wearables-automatic-feed_pla_none_none
45,SM-T870NZKAEUB,Samsung Galaxy Tab S7 (Wi-Fi)  Preto 128 GB,Compra já o Samsung Galaxy Tab S7 Wi-Fi com 128GB e 11 Polegadas. S Pen incluída. Envio gratuito e entrega até 3 dias.,SM-T870,out of stock,new,759.89 EUR,629.90 EUR,https://images.samsung.com/is/image/samsung/pt-galaxy-tab-s7-wifi-t870-sm-t870nzkaeub-286959270?$320_320_PNG$,8806090604485.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385140;313929162;d?https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s7-11-mystic-black-128gb-wi-fi-sm-t870nzkaeub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-tab-s7-wi-fi-mystic-black-128gb-sm-t870nzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s7-(wi-fi)-sm-t870nzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none
46,SM-T870NZSAEUB,Samsung Galaxy Tab S7 (Wi-Fi)  Prateado 128 GB,Descubra já o Samsung Galaxy Tab S7 Wi-Fi com 128GB e 11 Polegadas. S Pen incluída. Envio gratuito e entrega até 3 dias.,SM-T870,out of stock,new,759.89 EUR,629.90 EUR,https://images.samsung.com/is/image/samsung/pt-galaxy-tab-s7-wifi-t870-sm-t870nzsaeub-286987363?$320_320_PNG$,8806090605840.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385134;313929156;j?https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s7-11-mystic-silver-128gb-wi-fi-sm-t870nzsaeub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-tab-s7-wi-fi-mystic-silver-128gb-sm-t870nzsaeub_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s7-(wi-fi)-sm-t870nzsaeub_ongoing_im-tablet-automatic-feed_pla_none_none
47,SM-T875NZKAEUB,Samsung Galaxy Tab S7 (4G)  Preto 128 GB,Descubra já o Samsung Galaxy Tab S7 4G com 128GB e 11 Polegadas. S Pen incluída. Envio gratuito e entrega até 3 dias.,SM-T875,out of stock,new,859.91 EUR,729.90 EUR,https://images.samsung.com/is/image/samsung/pt-galaxy-tab-s7-t875-sm-t875nzkaeub-286987648?$320_320_PNG$,8806090627811.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385143;313929153;g?https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s7-11-mystic-black-128gb-lte-sm-t875nzkaeub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-tab-s7-4g-mystic-black-128gb-sm-t875nzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s7-(4g)-sm-t875nzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none
48,SM-R850NZDAEUB,Samsung Galaxy Watch3 Bluetooth 41mm  Mystic Bronze BT,"Compre já o Samsung Galaxy Watch3 Bluetooth 41mm, o Smartwatch que cuida do seu bem-estar. Disponível em Mystic Bronze. Aproveite o envio gratuito e o prazo de entrega máximo de 3 dias.",SM-R850,in stock,new,379.90 EUR,379.90 EUR,https://images.samsung.com/is/image/samsung/pt/galaxy-note20/gallery/pt-galaxy-watch3-r850-sm-r850nzdaeub-frontmysticbronze-274988952?$320_320_PNG$,8806090540059.0,Produtos | Wearables | Galaxy Watch Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506380001;313929285;a?https://www.samsung.com/pt/watches/galaxy-watch/galaxy-watch3-41mm-mystic-bronze-sm-r850nzdaeub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-watch3-bluetooth-41mm-mystic-bronze-sm-r850nzdaeub_ongoing_im-wearables-automatic-feed_pla_none_none]]>,im-wearables,cid=pt_pd_social_facebook_galaxy-watch3-bluetooth-41mm-sm-r850nzdaeub_ongoing_im-wearables-automatic-feed_pla_none_none
49,SM-T870NZNAEUB,Samsung Galaxy Tab S7 (Wi-Fi)  Bronze 128 GB,Descubra já o Samsung Galaxy Tab S7 Wi-Fi com 128GB e 11 Polegadas. S Pen incluída. Envio gratuito e entrega até 3 dias.,SM-T870,out of stock,new,759.89 EUR,629.90 EUR,https://images.samsung.com/is/image/samsung/pt-galaxy-tab-s7-wifi-t870-sm-t870nznaeub-286987336?$320_320_PNG$,8806090686238.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385137;313929159;p?https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s7-11-mystic-bronze-128gb-wi-fi-sm-t870nznaeub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-tab-s7-wi-fi-mystic-bronze-128gb-sm-t870nznaeub_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s7-(wi-fi)-sm-t870nznaeub_ongoing_im-tablet-automatic-feed_pla_none_none
50,SM-T976BZKAEUB,Samsung Galaxy Tab S7+ (5G)  Preto 128 GB,"Descubra já o Samsung Galaxy Tab S7 Plus 5G com 128GB e 12,4 Polegadas. S Pen incluída. Envio gratuito e entrega até 3 dias.",SM-T976,in stock,new,1169.90 EUR,1039.90 EUR,https://images.samsung.com/is/image/samsung/pt-galaxy-tab-s7-plus-5g-t976-sm-t976bzkaeub-287876595?$320_320_PNG$,8806090613357.0,Produtos | Tablets | Galaxy Tab S Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506380016;313929138;d?https://www.samsung.com/pt/tablets/galaxy-tab-s/galaxy-tab-s7-plus-12-4-mystic-black-128gb-5g-sm-t976bzkaeub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-tab-s7plus-5g-mystic-black-128gb-sm-t976bzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none]]>,im-tablet,cid=pt_pd_social_facebook_galaxy-tab-s7+-(5g)-sm-t976bzkaeub_ongoing_im-tablet-automatic-feed_pla_none_none
51,EP-N5105TBEGWW,Acessórios Galaxy Note 10: Capas e Carregadores Preto,"Equipe o seu novo Samsung Galaxy Note 10 com todo o tipo de acessórios compatíveis: adaptadores de auriculares, carregadores sem fios e capas exclusivas.",EP-N5105,in stock,new,69.90 EUR,69.90 EUR,https://images.samsung.com/is/image/samsung/pt/galaxy-note10/gallery/pt-wireless-charger-stand-9w-n5105-ep-n5105tbegww-frontblack-176666915?$320_320_PNG$,8806090075506.0,Produtos | Accessories | Acessorios Mobile,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506386793;313931634;p?https://www.samsung.com/pt/smartphones/galaxy-note/?cid=pt_pd_social_facebook_acessorios-galaxy-note-10:-capas-e-carregadores-ep-n5105tbegww_ongoing_im-accessories-automatic-feed_pla_none_none]]>,im-accessories,cid=pt_pd_social_facebook_carregador-sem-fios-randaacute;pido-9w---em-pandeacute;-ep-n5105tbegww_ongoing_im-accessories-automatic-feed_pla_none_none
